,name,company,year,Price,kms_driven,fuel_type
2441,Maruti Swift VDI,Maruti,2010,250000,91865,Diesel
2442,Hyundai Santro Xing,Hyundai,2008,121000,121761,Petrol
2443,Maruti Celerio ZXI,Maruti,2015,393000,44540,Petrol
2444,Hyundai EON Era,Hyundai,2018,338000,27713,Petrol
2445,BMW X1 sDrive20d,BMW,2013,1345000,83354,Diesel
2446,Maruti Vitara Brezza,Maruti,2017,630000,118587,Diesel
2447,Renault Lodgy 110PS,Renault,2016,612000,72318,Diesel
2448,Tata Indigo eGLX,Tata,2010,150000,88579,Petrol
2449,Toyota Corolla Altis,Toyota,2016,1143000,69509,Petrol
2450,Volkswagen Vento 1.2,Volkswagen,2017,737000,68012,Petrol
2451,Maruti Swift Dzire,Maruti,2017,775000,71250,Diesel
2452,Maruti Swift Dzire,Maruti,2017,646000,76268,Diesel
2453,Toyota Fortuner 3.0,Toyota,2011,1052000,118649,Diesel
2454,Volkswagen Polo GT,Volkswagen,2021,884000,19319,Petrol
2455,Hyundai i20 1.2,Hyundai,2018,755000,69826,Petrol
2456,Hyundai i10 Magna,Hyundai,2008,235000,43274,Petrol
2457,Hyundai i10 Magna,Hyundai,2013,289000,45950,Petrol
2458,Chevrolet Cruze LTZ,Chevrolet,2016,897000,91649,Diesel
2459,Hyundai i10 Magna,Hyundai,2011,295000,56936,Petrol
2460,MG Hector Plus,MG,2021,1795000,9000,Diesel
2461,Jeep Compass 2.0,Jeep,2017,1352000,120422,Diesel
2462,Tata Bolt Quadrajet,Tata,2016,315000,133659,Diesel
2463,Ford Fiesta 1.4,Ford,2010,225000,80295,Diesel
2464,Hyundai Grand i10,Hyundai,2016,483000,55259,Diesel
2465,Maruti Celerio X,Maruti,2019,377000,54996,Petrol
2466,Tata Nexon XZ,Tata,2021,1043000,30903,Diesel
2467,Chevrolet Beat Diesel,Chevrolet,2011,166000,77385,Diesel
2468,Honda City ZX,Honda,2019,390000,38733,Petrol
2469,Maruti Wagon R,Maruti,2013,272000,51242,Petrol
2470,Hyundai i20 1.4,Hyundai,2018,683000,79385,Diesel
2471,Maruti Baleno 1.3,Maruti,2018,668000,57304,Diesel
2472,Toyota Corolla Altis,Toyota,2013,420000,106188,Petrol
2473,Renault Triber RXT,Renault,2020,586000,57778,Petrol
2474,Jeep Compass 2.0,Jeep,2017,1250000,64011,Diesel
2475,Hyundai Grand i10,Hyundai,2013,360000,35315,Petrol
2476,Hyundai i20 Active,Hyundai,2016,496000,15000,Petrol
2477,Maruti Alto 800,Maruti,2018,247000,21461,Petrol
2478,Renault Pulse RxZ,Renault,2015,280000,90000,Diesel
2479,Hyundai Verna 1.4,Hyundai,2016,500000,42512,Petrol
2480,Honda WR-V i-VTEC,Honda,2017,575000,53580,Petrol
2481,Ford Endeavour 3.0L,Ford,2011,775000,25000,Diesel
2482,Hyundai i20 Sportz,Hyundai,2022,785000,1619,Petrol
2483,Maruti Alto 800,Maruti,2014,210000,45000,Petrol
2484,Hyundai i10 Era,Hyundai,2010,175000,175000,Petrol
2485,Mahindra XUV500 W11,Mahindra,2018,1150000,64000,Diesel
2486,Jeep Compass 2.0,Jeep,2018,1250000,17000,Diesel
2487,Honda Amaze EX,Honda,2013,275000,48000,Petrol
2488,Mahindra Thar CRDe,Mahindra,2018,750000,86000,Diesel
2489,Hyundai i10 Sportz,Hyundai,2014,235000,64000,Petrol
2490,Honda City EXi,Honda,2008,100000,84000,Petrol
2491,Toyota Etios Liva,Toyota,2014,299000,45000,Petrol
2493,Maruti Eeco 5,Maruti,2019,415000,25000,Petrol
2494,Maruti Swift Dzire,Maruti,2012,310000,55000,Petrol
2495,Maruti Wagon R,Maruti,2017,350000,48000,Petrol
2496,Mahindra Scorpio S3,Mahindra,2019,905000,17001,Diesel
2497,Jeep Compass 1.4,Jeep,2019,1654000,18000,Petrol
2498,Hyundai Verna 1.6,Hyundai,2015,495000,42000,Petrol
2499,Mahindra Bolero Power,Mahindra,2017,450000,176000,Diesel
2500,Maruti Ertiga ZDI,Maruti,2013,525000,55352,Diesel
2501,Maruti Swift Dzire,Maruti,2020,624000,5000,Petrol
2502,Mahindra Scorpio 1.99,Mahindra,2017,1099000,56231,Diesel
2503,Skoda Rapid 1.6,Skoda,2019,750000,7000,Petrol
2504,Mahindra XUV500 1.99,Mahindra,2014,500000,80000,Diesel
2505,Maruti Swift Dzire,Maruti,2018,400000,120000,Diesel
2506,Jeep Compass 2.0,Jeep,2019,1495000,22000,Diesel
2508,Hyundai i20 Asta,Hyundai,2013,300000,80000,Petrol
2509,Maruti Alto 800,Maruti,2014,190000,20000,Petrol
2510,Maruti Omni MPI,Maruti,2013,120000,35000,Petrol
2511,Renault Duster 110PS,Renault,2015,465000,60000,Diesel
2512,Honda City i,Honda,2015,575000,67000,Petrol
2513,Honda City V,Honda,2013,350000,65000,Petrol
2514,Honda Jazz V,Honda,2018,525000,26000,Petrol
2515,Hyundai Xcent 1.2,Hyundai,2015,350000,65000,Petrol
2516,Maruti Ciaz Delta,Maruti,2019,700000,35000,Diesel
2517,Ford Figo Diesel,Ford,2011,160000,85000,Diesel
2518,Hyundai Grand i10,Hyundai,2013,285000,60000,Petrol
2519,Tata Manza Aqua,Tata,2011,175000,80000,Diesel
2520,Hyundai EON Sportz,Hyundai,2015,195000,60000,Petrol
2521,Maruti Ciaz AT,Maruti,2015,550000,430000,Petrol
2522,Toyota Corolla Altis,Toyota,2011,295000,50000,Petrol
2523,Mahindra Bolero SLX,Mahindra,2014,425000,120000,Diesel
2524,Tata New Safari,Tata,2021,1698999,18000,Diesel
2525,Ford Ecosport 1.5,Ford,2014,449000,42130,Diesel
2526,Mahindra XUV500 W10,Mahindra,2017,1100000,64000,Diesel
2527,Honda Accord 2.4,Honda,2009,325000,63000,Petrol
2528,Hyundai i20 Active,Hyundai,2015,434999,47000,Petrol
2529,Toyota Etios 2014-2016,Toyota,2016,525000,67000,Diesel
2530,Hyundai Santro Xing,Hyundai,2008,150000,40000,Petrol
2531,Mahindra Marazzo M8,Mahindra,2019,800000,99000,Diesel
2532,Hyundai i20 Magna,Hyundai,2021,685000,7500,Petrol
2533,Hyundai Verna 1.6,Hyundai,2012,295000,50000,Diesel
2534,Hyundai Verna 1.6,Hyundai,2017,625000,41000,Petrol
2535,Maruti Estilo LXI,Maruti,2009,125000,50000,Petrol
2536,Hyundai Santro Xing,Hyundai,2012,175000,15000,Petrol
2538,Tata Harrier XZ,Tata,2019,1300000,20000,Diesel
2539,Hyundai Verna 1.6,Hyundai,2016,500000,29000,Petrol
2540,Honda Brio S,Honda,2013,285000,13000,Petrol
2541,Honda Amaze S,Honda,2019,535000,27000,Petrol
2542,Volkswagen Vento Petrol,Volkswagen,2013,325000,50000,Petrol
2543,Maruti Ciaz 1.4,Maruti,2017,500000,48000,Petrol
2544,Honda City i,Honda,2017,775000,39000,Petrol
2545,Honda City i,Honda,2017,800000,41000,Petrol
2546,Maruti Ertiga VDI,Maruti,2012,465000,74988,Diesel
2547,Hyundai Verna CRDi,Hyundai,2018,723000,24494,Diesel
2548,Toyota Corolla Altis,Toyota,2017,800000,26000,Petrol
2549,Maruti Ertiga VDI,Maruti,2014,465000,80000,Diesel
2550,Hyundai EON D,Hyundai,2012,130000,60000,Petrol
2551,Maruti Swift VXI,Maruti,2013,300000,60000,Petrol
2552,Maruti Ertiga 1.5,Maruti,2015,645000,44304,Diesel
2553,Honda Amaze SX,Honda,2014,365000,32000,Petrol
2554,Maruti S-Presso VXI,Maruti,2020,430000,24531,Petrol
2555,Renault Triber RXT,Renault,2020,580000,35000,Petrol
2556,Honda City i,Honda,2015,525000,73000,Petrol
2557,Hyundai EON Sportz,Hyundai,2015,254999,31000,Petrol
2558,Maruti Swift VXi,Maruti,2011,247000,43000,Petrol
2559,Hyundai EON Magna,Hyundai,2018,357000,5000,Petrol
2560,Tata Indigo eGLS,Tata,2010,125000,25000,Petrol
2561,Hyundai Grand i10,Hyundai,2017,400000,90000,Petrol
2562,Maruti Ciaz ZDi,Maruti,2016,565000,56150,Diesel
2563,Mahindra KUV 100,Mahindra,2017,360000,20000,Diesel
2564,Honda City i,Honda,2015,490000,60000,Petrol
2565,Hyundai Xcent Prime,Hyundai,2017,400000,70000,Cng
2566,Maruti Baleno 1.2,Maruti,2019,450000,25000,Petrol
2567,Datsun GO T,Datsun,2014,160000,25000,Petrol
2568,Toyota Innova 2.5,Toyota,2009,850000,18000,Diesel
2569,Tata Punch Adventure,Tata,2021,650000,12000,Petrol
2570,Maruti Alto 800,Maruti,2017,231000,15000,Petrol
2571,Honda City S,Honda,2013,350000,55000,Petrol
2572,Maruti Swift Dzire,Maruti,2013,229999,70000,Diesel
2573,Mahindra Scorpio VLX,Mahindra,2011,350000,300000,Diesel
2574,Honda City i,Honda,2014,400000,52314,Diesel
2575,Land Rover Range,Land,2020,7150000,19000,Petrol
2576,Nissan Micra XV,Nissan,2017,325000,16937,Petrol
2577,Maruti Baleno 1.2,Maruti,2019,450000,25000,Petrol
2578,Volkswagen Ameo 1.5,Volkswagen,2017,470000,40000,Diesel
2579,Maruti Wagon R,Maruti,2015,280000,70000,Petrol
2580,Hyundai Xcent 1.2,Hyundai,2015,320000,46000,Petrol
2581,Ford Figo Diesel,Ford,2011,125000,70000,Diesel
2582,Hyundai i10 Era,Hyundai,2009,130000,40000,Petrol
2583,Hyundai i20 Sportz,Hyundai,2019,580000,17500,Petrol
2584,Mahindra Bolero Power,Mahindra,2017,480000,70000,Diesel
2585,Renault Scala Diesel,Renault,2013,300000,67000,Diesel
2586,Maruti Wagon R,Maruti,2016,350000,20000,Petrol
2587,Toyota Fortuner 4x2,Toyota,2015,1400000,120000,Diesel
2588,Toyota Fortuner 4x2,Toyota,2015,1300000,120000,Diesel
2589,Tata Zest Quadrajet,Tata,2018,250000,100000,Diesel
2591,Hyundai EON 1.0,Hyundai,2017,300000,15000,Petrol
2592,Maruti Wagon R,Maruti,2012,190000,30000,Petrol
2593,Maruti Vitara Brezza,Maruti,2019,700000,40000,Diesel
2594,Mahindra Bolero B6,Mahindra,2020,850000,50000,Diesel
2596,Tata New Safari,Tata,2022,2200000,5000,Diesel
2597,Tata Zest Revotron,Tata,2015,450000,15000,Petrol
2598,Honda WR-V i-VTEC,Honda,2019,850000,60000,Petrol
2599,Tata Bolt Revotron,Tata,2015,300000,50000,Petrol
2600,Hyundai Verna 1.6,Hyundai,2014,461000,46000,Petrol
2601,Hyundai Verna 1.6,Hyundai,2014,430999,55000,Diesel
2602,Hyundai Xcent 1.2,Hyundai,2014,350000,50000,Petrol
2603,Renault Scala Diesel,Renault,2013,250000,6400,Diesel
2604,Hyundai EON D,Hyundai,2015,160000,40000,Petrol
2605,Tata Indigo CR4,Tata,2011,165000,20000,Diesel
2606,Honda Amaze VX,Honda,2017,380000,60000,Petrol
2607,Maruti Wagon R,Maruti,2020,525000,40000,Petrol
2608,Mahindra Scorpio 1.99,Mahindra,2015,750000,130000,Diesel
2609,Maruti Wagon R,Maruti,2017,315000,30000,Petrol
2610,Hyundai Venue S,Hyundai,2021,741000,15000,Petrol
2611,Hyundai Verna CRDi,Hyundai,2019,860000,40000,Diesel
2612,Renault Duster 85PS,Renault,2017,675000,50000,Diesel
2613,Honda Amaze EX,Honda,2013,265000,120000,Diesel
2614,Kia Seltos HTX,Kia,2020,1200000,10000,Petrol
2615,Hyundai i10 Magna,Hyundai,2009,135000,75000,Petrol
2617,Tata Indigo LS,Tata,2010,110000,120000,Diesel
2618,Tata Tiago 1.2,Tata,2018,310000,50000,Petrol
2619,Renault Triber RXE,Renault,2020,550000,5000,Petrol
2620,Volkswagen Polo Diesel,Volkswagen,2010,180000,80000,Diesel
2621,Renault Duster 85PS,Renault,2015,405000,40000,Diesel
2622,Maruti Swift Dzire,Maruti,2020,610000,30000,Petrol
2623,Toyota Innova 2.5,Toyota,2005,180000,120000,Diesel
2625,Hyundai i10 Magna,Hyundai,2008,120000,70000,Petrol
2626,Mahindra XUV500 W6,Mahindra,2014,738000,120000,Diesel
2627,Maruti Alto 800,Maruti,2022,428000,5000,Petrol
2628,Maruti Baleno Delta,Maruti,2019,525000,35000,Petrol
2629,Maruti Vitara Brezza,Maruti,2017,600000,40000,Diesel
2630,Hyundai i20 Asta,Hyundai,2017,520000,20000,Petrol
2631,Maruti Baleno 1.2,Maruti,2017,420000,80000,Petrol
2632,Maruti Wagon R,Maruti,2013,370000,15000,Petrol
2633,Maruti Vitara Brezza,Maruti,2017,545000,70000,Diesel
2634,Honda Amaze S,Honda,2016,400000,120000,Diesel
2635,Hyundai EON D,Hyundai,2018,229999,25000,Petrol
2636,Maruti Alto 800,Maruti,2015,250000,25000,Petrol
2637,Hyundai i20 1.2,Hyundai,2011,229999,60000,Petrol
2638,Chevrolet Aveo 1.4,Chevrolet,2007,165000,80000,Petrol
2639,Ford Ecosport 1.5,Ford,2013,300000,80000,Diesel
2640,Maruti Swift Dzire,Maruti,2012,270000,90000,Diesel
2641,Hyundai Xcent 1.2,Hyundai,2016,330000,37000,Petrol
2642,Maruti Alto K10,Maruti,2015,300000,50000,Petrol
2644,Maruti Baleno 1.2,Maruti,2017,549000,19493,Petrol
2645,Maruti Alto LXi,Maruti,2007,105000,35000,Petrol
2646,Honda Amaze S,Honda,2014,280000,60000,Diesel
2647,Hyundai Xcent 1.2,Hyundai,2018,450000,50000,Diesel
2650,Hyundai Creta 1.4,Hyundai,2016,700000,94000,Diesel
2651,Honda City VX,Honda,2022,900000,5000,Diesel
2652,Hyundai Grand i10,Hyundai,2016,300000,40000,Petrol
2653,Hyundai i20 1.2,Hyundai,2011,225000,53128,Petrol
2654,Skoda Superb Elegance,Skoda,2011,377000,39959,Petrol
2655,Renault KWID Climber,Renault,2018,355000,4768,Petrol
2656,Hyundai i20 1.2,Hyundai,2011,216000,54004,Petrol
2657,Maruti Wagon R,Maruti,2017,354000,16570,Petrol
2658,Maruti Alto 800,Maruti,2019,322000,7869,Petrol
2659,Maruti SX4 Vxi,Maruti,2012,210000,67640,Petrol
2660,Maruti Alto LXi,Maruti,2010,129000,8934,Petrol
2661,Toyota Etios 2014-2016,Toyota,2015,417000,20241,Petrol
2662,Honda City 1.5,Honda,2009,231999,67343,Petrol
2663,Maruti Alto 800,Maruti,2012,163000,10065,Petrol
2664,Maruti Baleno Zeta,Maruti,2020,612000,57628,Petrol
2665,Honda City i,Honda,2015,555000,72375,Petrol
2666,Hyundai i10 Era,Hyundai,2008,140000,19328,Petrol
2667,Maruti Alto LXi,Maruti,2009,108000,24941,Petrol
2668,Hyundai i10 Sportz,Hyundai,2011,206999,56441,Petrol
2669,Maruti Alto 800,Maruti,2013,156000,89865,Petrol
2670,Maruti Alto 800,Maruti,2017,250999,25919,Petrol
2671,Maruti Swift Dzire,Maruti,2010,229999,17363,Petrol
2672,Maruti Swift Dzire,Maruti,2012,275000,60726,Petrol
2673,Maruti Swift RS,Maruti,2013,299000,54842,Petrol
2674,Mahindra TUV 300,Mahindra,2018,643000,31916,Diesel
2675,Hyundai i10 Magna,Hyundai,2013,250000,35457,Petrol
2676,Hyundai i10 Sportz,Hyundai,2013,252000,34640,Petrol
2677,Honda City 1.5,Honda,2010,254000,39398,Petrol
2678,Maruti Alto LXi,Maruti,2010,113999,42919,Petrol
2679,Maruti Swift Dzire,Maruti,2012,328000,38359,Diesel
2680,Honda City S,Honda,2011,290000,101875,Petrol
2681,Hyundai i10 Magna,Hyundai,2008,161000,21976,Petrol
2682,Hyundai Creta 1.6,Hyundai,2018,713000,65531,Petrol
2683,Renault Duster Petrol,Renault,2019,706000,5044,Petrol
2684,Maruti Swift Dzire,Maruti,2020,570000,66906,Diesel
2685,Fiat Avventura MULTIJET,Fiat,2014,335000,47547,Diesel
2686,Maruti Zen Estilo,Maruti,2010,154000,25347,Petrol
2687,Maruti Ertiga BSIV,Maruti,2017,621000,49712,Petrol
2688,Toyota Camry Hybrid,Toyota,2019,3390000,4781,Petrol
2689,Mahindra Marazzo M2,Mahindra,2019,858000,21716,Diesel
2690,Maruti Eeco 5,Maruti,2012,198000,55160,Petrol
2691,Mahindra Xylo E4,Mahindra,2010,231000,50788,Diesel
2692,Maruti Eeco 5,Maruti,2010,155000,58475,Petrol
2693,Hyundai Xcent 1.2,Hyundai,2014,298000,94321,Petrol
2694,Renault Pulse RxL,Renault,2013,210000,23907,Diesel
2695,Hyundai Venue SX,Hyundai,2019,846000,42060,Petrol
2696,Hyundai i20 1.2,Hyundai,2017,553000,25258,Petrol
2697,Tata Tiago 1.2,Tata,2017,351000,31043,Petrol
2698,Mahindra KUV 100,Mahindra,2018,341000,39057,Petrol
2699,Hyundai Santro Xing,Hyundai,2011,112999,20484,Petrol
2700,Honda Mobilio V,Honda,2014,426000,55517,Petrol
2701,Honda City S,Honda,2013,356000,53234,Petrol
2702,Maruti Ritz LXI,Maruti,2009,156000,51007,Petrol
2703,Maruti Swift 1.3,Maruti,2008,146000,53755,Petrol
2704,Tata Hexa XMA,Tata,2018,1036999,62144,Diesel
2705,Maruti Wagon R,Maruti,2009,123000,45130,Petrol
2706,Toyota Fortuner 4x4,Toyota,2015,1347000,155124,Diesel
2707,Hyundai Creta 1.6,Hyundai,2018,996000,30730,Petrol
2708,Maruti Swift Dzire,Maruti,2014,318000,107488,Petrol
2709,Hyundai Verna 1.6,Hyundai,2014,418000,86336,Diesel
2710,Hyundai i20 Active,Hyundai,2017,551000,31253,Petrol
2711,Mercedes-Benz C-Class C,Mercedes-Benz,2015,1589000,33235,Diesel
2712,Maruti S-Presso VXI,Maruti,2021,488000,2258,Petrol
2713,Maruti Ertiga VDI,Maruti,2015,496000,100169,Diesel
2714,Jeep Compass 1.4,Jeep,2018,1280000,34000,Petrol
2715,MG Hector Sharp,MG,2021,1755999,7000,Petrol
2716,Renault Triber RXZ,Renault,2021,655000,5900,Petrol
2717,Jeep Compass 1.4,Jeep,2017,1185000,27398,Petrol
2718,Renault KWID RXT,Renault,2015,248000,43259,Petrol
2719,Renault Duster 85PS,Renault,2018,675000,15016,Diesel
2720,Maruti Swift VXi,Maruti,2010,254999,30686,Petrol
2721,Maruti Zen Estilo,Maruti,2010,185000,39543,Petrol
2722,Skoda New Laura,Skoda,2010,323000,93913,Diesel
2723,Maruti Swift Dzire,Maruti,2018,570000,27729,Petrol
2724,Hyundai Creta 1.6,Hyundai,2017,844999,51501,Diesel
2726,Honda Amaze S,Honda,2018,525000,16419,Petrol
2728,Hyundai i20 Active,Hyundai,2015,470000,33193,Petrol
2729,Maruti Swift VXI,Maruti,2016,415000,39260,Petrol
2730,Honda Jazz 1.2,Honda,2015,395000,55212,Petrol
2731,Maruti Alto K10,Maruti,2014,181000,81674,Petrol
2732,Toyota Etios VX,Toyota,2011,239000,27321,Petrol
2733,Honda Amaze E,Honda,2015,319000,42815,Petrol
2734,Hyundai Xcent 1.2,Hyundai,2016,381000,39977,Petrol
2735,Hyundai Grand i10,Hyundai,2013,256000,64669,Diesel
2736,Maruti Omni E,Maruti,2019,258000,12603,Petrol
2737,Maruti Wagon R,Maruti,2013,190000,32500,Petrol
2738,Maruti Alto 800,Maruti,2017,267000,7169,Petrol
2739,Hyundai EON Era,Hyundai,2012,186000,10482,Petrol
2740,Ford Figo Petrol,Ford,2013,202999,48111,Petrol
2741,Hyundai i20 Active,Hyundai,2015,392000,63210,Diesel
2742,Maruti Ciaz Alpha,Maruti,2018,677000,35289,Petrol
2743,Datsun GO Plus,Datsun,2014,160000,27352,Petrol
2744,Hyundai Creta 1.6,Hyundai,2019,1146000,25572,Petrol
2745,Maruti Eeco 5,Maruti,2013,208000,67967,Petrol
2746,Honda Jazz ZX,Honda,2021,671000,10834,Petrol
2747,Maruti Swift Dzire,Maruti,2017,586000,56000,Diesel
2748,Maruti Alto 800,Maruti,2017,249000,24000,Petrol
2749,Maruti Swift AMT,Maruti,2019,555000,34000,Petrol
2750,Maruti Swift Dzire,Maruti,2017,599000,13000,Petrol
2751,Maruti SX4 S,Maruti,2015,440000,158066,Diesel
2752,Maruti Swift VXI,Maruti,2011,225000,22543,Petrol
2753,Honda Brio VX,Honda,2014,317000,46767,Petrol
2754,Maruti Wagon R,Maruti,2017,378000,7848,Petrol
2755,Skoda Rapid 1.6,Skoda,2016,385000,71245,Petrol
2756,MG Hector Plus,MG,2022,1989000,1923,Petrol
2757,Hyundai i20 Sportz,Hyundai,2017,512000,38463,Petrol
2758,Honda BR-V Style,Honda,2016,699000,28000,Petrol
2759,Mahindra KUV 100,Mahindra,2017,349000,19000,Petrol
2760,Mercedes-Benz S-Class Maybach,Mercedes-Benz,2017,11900000,24500,Petrol
2761,Audi S5 3.0L,Audi,2021,6900000,11400,Petrol
2762,Mercedes-Benz GLC 220d,Mercedes-Benz,2020,4799000,10400,Diesel
2763,Mercedes-Benz GLA Class,Mercedes-Benz,2015,1800000,26000,Petrol
2764,Hyundai i20 Sportz,Hyundai,2019,569000,30000,Petrol
2765,Maruti Baleno Alpha,Maruti,2018,599000,24000,Petrol
2766,Hyundai Verna CRDi,Hyundai,2009,125000,100004,Diesel
2768,Mahindra KUV 100,Mahindra,2017,326000,25635,Petrol
2769,Mahindra KUV 100,Mahindra,2016,281000,46982,Petrol
2770,Maruti Ritz VDi,Maruti,2011,192000,94989,Diesel
2771,Maruti Zen Estilo,Maruti,2008,112000,18322,Petrol
2772,Ford Ecosport 1.5,Ford,2019,687000,34364,Petrol
2773,Hyundai Creta SX,Hyundai,2021,1362000,17893,Petrol
2774,Hyundai Venue SX,Hyundai,2019,984000,15224,Petrol
2775,Hyundai Verna 1.4,Hyundai,2014,399000,90228,Petrol
2776,Maruti Swift VVT,Maruti,2014,307000,76279,Petrol
2777,Honda BR-V i-DTEC,Honda,2016,588000,68861,Diesel
2778,Skoda Fabia 1.2,Skoda,2011,144000,52816,Petrol
2779,Toyota Fortuner 3.0,Toyota,2009,634000,314273,Diesel
2781,Hyundai i20 1.2,Hyundai,2017,465000,64164,Petrol
2782,Ford Figo Diesel,Ford,2012,202000,60834,Diesel
2783,MG Hector Sharp,MG,2019,1550000,14700,Petrol
2784,Maruti Alto 800,Maruti,2022,239000,25000,Petrol
2785,Tata Nexon XM,Tata,2022,800000,10000,Petrol
2786,Audi A3 35,Audi,2020,2580000,39000,Diesel
2787,Mahindra Bolero Plus,Mahindra,2014,420000,80000,Diesel
2788,Honda CR-V Special,Honda,2020,2250000,25000,Petrol
2789,Honda Amaze SX,Honda,2015,350000,75656,Diesel
2790,Maruti Vitara Brezza,Maruti,2019,850000,30000,Diesel
2791,Ford Ecosport 1.5,Ford,2017,520000,60000,Petrol
2792,Mahindra Xylo E4,Mahindra,2011,180000,120000,Diesel
2793,Ford Figo Diesel,Ford,2013,185000,100000,Diesel
2794,Maruti Swift Dzire,Maruti,2015,350000,70000,Diesel
2795,Maruti Swift Dzire,Maruti,2015,420000,120000,Diesel
2796,Maruti Alto 800,Maruti,2014,175000,50000,Petrol
2797,Chevrolet Beat Diesel,Chevrolet,2012,120000,90000,Diesel
2798,Hyundai i10 Magna,Hyundai,2008,114999,70000,Petrol
2799,Maruti Wagon R,Maruti,2020,500000,20000,Cng
2801,Mahindra Bolero DI,Mahindra,2014,450000,25000,Diesel
2802,Maruti SX4 S,Maruti,2017,660000,65000,Diesel
2803,Jeep Compass 2.0,Jeep,2018,1500000,90000,Diesel
2804,Maruti Vitara Brezza,Maruti,2019,810000,30000,Diesel
2805,Chevrolet Beat LT,Chevrolet,2011,175000,60000,Petrol
2806,Maruti Ignis Sigma,Maruti,2021,500000,10000,Petrol
2807,MG Hector Sharp,MG,2020,1570000,30000,Diesel
2808,MG Hector Sharp,MG,2020,1500000,32000,Diesel
2809,Mahindra Thar 4X4,Mahindra,2014,690000,10000,Diesel
2810,Maruti Eeco 7,Maruti,2020,420000,110000,Petrol
2811,Maruti Omni E,Maruti,2013,120000,120000,Petrol
2813,Ford Ecosport 1.5,Ford,2018,650000,53000,Diesel
2814,Volkswagen Polo 1.5,Volkswagen,2014,250000,80000,Diesel
2815,Chevrolet Beat Diesel,Chevrolet,2012,117000,50000,Diesel
2816,Hyundai Elite i20,Hyundai,2018,640000,40000,Diesel
2817,Hyundai Xcent 1.1,Hyundai,2015,450000,60000,Diesel
2818,Hyundai i20 Sportz,Hyundai,2015,390000,60000,Petrol
2819,Tata Tigor 1.2,Tata,2018,350000,40000,Petrol
2821,Maruti XL6 Zeta,Maruti,2021,1000000,10000,Petrol
2823,Hyundai i10 Magna,Hyundai,2011,200000,60000,Petrol
2824,Tata Sumo CX,Tata,2012,200000,400000,Diesel
2825,Honda City i,Honda,2017,650000,120000,Petrol
2826,Volkswagen Vento Petrol,Volkswagen,2010,175000,90000,Petrol
2827,Honda Amaze VX,Honda,2014,495000,100000,Diesel
2828,Hyundai i10 Magna,Hyundai,2010,150000,40000,Petrol
2829,Renault KWID RXT,Renault,2018,250000,50000,Petrol
2830,Nissan Sunny XL,Nissan,2012,210000,100000,Petrol
2831,Datsun RediGO 1.0,Datsun,2018,215000,5000,Petrol
2832,Nissan Sunny XL,Nissan,2012,210000,100000,Petrol
2833,Maruti SX4 S,Maruti,2017,670000,60000,Diesel
2834,Mahindra Bolero ZLX,Mahindra,2013,400000,50000,Diesel
2835,Maruti Alto 800,Maruti,2014,200000,50000,Cng
2836,Hyundai Creta 1.6,Hyundai,2016,790000,120000,Diesel
2837,Tata Tiago 1.2,Tata,2018,370000,50000,Petrol
2838,Maruti Ertiga VXI,Maruti,2020,900000,20000,Petrol
2839,Mahindra XUV700 AX7,Mahindra,2022,959000,120000,Petrol
2840,Tata Tiago 1.2,Tata,2018,330000,100000,Petrol
2841,Honda Amaze VX,Honda,2013,350000,70000,Diesel
2842,Maruti Baleno Alpha,Maruti,2022,525000,50000,Petrol
2843,Ford Fiesta Petrol,Ford,2012,300000,60000,Petrol
2844,Mahindra XUV500 AT,Mahindra,2016,700000,70000,Diesel
2845,BMW X5 xDrive,BMW,2013,1300000,150000,Diesel
2846,Maruti Swift Dzire,Maruti,2017,420000,60000,Diesel
2847,Tata Indigo LX,Tata,2011,100000,40000,Diesel
2848,Ford Figo Diesel,Ford,2012,130000,70000,Diesel
2849,Skoda Superb Elegance,Skoda,2010,360000,80000,Petrol
2850,Ford Ecosport 1.5,Ford,2014,425000,120000,Diesel
2851,Hyundai EON Era,Hyundai,2013,180000,110000,Petrol
2852,Mahindra Scorpio 1.99,Mahindra,2016,900000,80000,Diesel
2853,Ford Ikon 1.4,Ford,2009,110000,60000,Diesel
2854,Renault Duster 110PS,Renault,2014,390000,72310,Diesel
2855,Maruti Alto 800,Maruti,2022,420000,5000,Petrol
2856,Hyundai Verna 1.6,Hyundai,2013,400000,70000,Diesel
2857,Maruti Swift Dzire,Maruti,2015,390000,90000,Diesel
2858,Maruti Wagon R,Maruti,2016,350000,90000,Petrol
2859,Tata Zest Quadrajet,Tata,2019,610000,60000,Diesel
2860,Tata Safari Storme,Tata,2018,1200000,18000,Diesel
2861,Maruti Swift VXI,Maruti,2010,125000,105000,Petrol
2862,Maruti Wagon R,Maruti,2015,290000,60000,Cng
2863,Maruti Swift 1.3,Maruti,2010,200000,100000,Petrol
2864,BMW 3 Series,BMW,2009,400000,120000,Diesel
2865,Mahindra Bolero SLE,Mahindra,2010,300000,100000,Diesel
2866,Maruti Swift Dzire,Maruti,2012,300000,60000,Petrol
2867,Maruti Wagon R,Maruti,2013,229999,70600,Petrol
2868,Maruti Wagon R,Maruti,2020,478000,25000,Petrol
2869,Maruti Alto 800,Maruti,2016,250000,30000,Petrol
2870,Hyundai i20 Sportz,Hyundai,2015,420000,90000,Diesel
2871,Maruti Zen Estilo,Maruti,2007,102000,37200,Petrol
2872,Ford Ecosport 1.5,Ford,2015,595000,90000,Petrol
