,name,company,year,Price,kms_driven,fuel_type
2873,Hyundai Santro Xing,Hyundai,2011,130000,60000,Petrol
2874,Maruti SX4 VDI,Maruti,2012,200000,146000,Diesel
2875,Hyundai Verna 1.6,Hyundai,2013,395000,80000,Diesel
2876,Hyundai Verna 1.6,Hyundai,2014,600000,80000,Diesel
2877,Maruti Swift Dzire,Maruti,2018,600000,25000,Petrol
2878,Honda City S,Honda,2009,250000,60000,Petrol
2879,Honda City i,Honda,2014,459999,110000,Diesel
2880,Maruti Alto 800,Maruti,2017,300000,20000,Petrol
2881,Maruti Baleno 1.2,Maruti,2018,538000,30000,Petrol
2882,MG Hector Sharp,MG,2019,1600000,50000,Petrol
2883,Nissan Sunny XL,Nissan,2012,275000,60000,Petrol
2884,Maruti Ritz VDi,Maruti,2011,300000,64000,Diesel
2885,Maruti Alto 800,Maruti,2021,380000,20000,Petrol
2886,Mercedes-Benz C-Class 250,Mercedes-Benz,2011,710000,70000,Diesel
2887,Maruti Swift Dzire,Maruti,2015,509999,34000,Diesel
2888,Hyundai Verna 1.4,Hyundai,2012,350000,60000,Petrol
2889,Hyundai Verna 1.4,Hyundai,2012,350000,60000,Petrol
2890,Ford Aspire 1.5,Ford,2017,400000,90000,Diesel
2891,Hyundai i20 Sportz,Hyundai,2017,550000,70000,Diesel
2892,Mahindra XUV500 W6,Mahindra,2013,400000,90000,Diesel
2893,Tata Tiago 1.2,Tata,2019,395000,95105,Petrol
2894,Renault Triber RXZ,Renault,2020,650000,20000,Petrol
2895,Maruti Ertiga SHVS,Maruti,2016,550000,100000,Diesel
2896,Maruti Swift Dzire,Maruti,2009,199000,90000,Petrol
2897,Maruti Alto K10,Maruti,2012,165000,60000,Petrol
2898,Honda Brio V,Honda,2012,260000,25000,Petrol
2899,MG Hector Sharp,MG,2019,1450000,35000,Petrol
2901,Jeep Compass 2.0,Jeep,2018,1300000,80000,Diesel
2902,Mitsubishi Pajero Sport,Mitsubishi,2013,650000,120000,Diesel
2903,Tata Harrier XZ,Tata,2019,1400000,90000,Diesel
2904,Hyundai EON LPG,Hyundai,2016,260000,162000,Lpg
2905,Maruti Ertiga ZDI,Maruti,2014,450000,120000,Diesel
2906,Maruti Wagon R,Maruti,2021,509999,60000,Cng
2907,Maruti Wagon R,Maruti,2019,490000,80000,Cng
2908,Honda City S,Honda,2010,250000,120000,Petrol
2909,Tata Zest Quadrajet,Tata,2016,290000,70000,Diesel
2910,Audi RS7 4.0,Audi,2021,17500000,7100,Petrol
2911,Audi RS7 4.0,Audi,2020,17500000,11500,Petrol
2912,Audi A4 Technology,Audi,2021,4179999,16000,Petrol
2913,Mahindra Thar LX,Mahindra,2022,1680000,5500,Petrol
2914,Audi Q5 30,Audi,2016,2390000,56500,Diesel
2915,Audi A4 35,Audi,2014,1480000,45500,Diesel
2916,Audi A6 45,Audi,2021,5780000,16000,Petrol
2917,Audi A4 Technology,Audi,2021,4590000,12000,Petrol
2918,Jaguar XF 2.0,Jaguar,2018,2980000,59000,Diesel
2919,Audi A4 30,Audi,2018,3379999,41000,Petrol
2920,Audi Q3 35,Audi,2017,2390000,44600,Diesel
2921,Audi Q3 35,Audi,2013,1280000,38500,Diesel
2922,Audi A4 1.8,Audi,2013,1480000,57500,Petrol
2923,Audi A6 35,Audi,2016,3379999,12000,Petrol
2924,Maruti Swift VDI,Maruti,2014,329000,84703,Diesel
2925,Jeep Compass 1.4,Jeep,2018,1689999,78000,Petrol
2926,Maruti Alto 800,Maruti,2017,267000,26562,Petrol
2927,Mahindra Quanto C2,Mahindra,2013,197000,93021,Diesel
2928,Audi A4 35,Audi,2019,3279999,43900,Diesel
2929,Maruti Swift VDI,Maruti,2015,392000,107813,Diesel
2930,Maruti Swift Dzire,Maruti,2017,537000,64299,Diesel
2931,Tata Tiago 1.2,Tata,2019,401999,25424,Petrol
2932,BMW 6 Series,BMW,2019,5580000,20800,Petrol
2933,Audi A4 35,Audi,2016,2080000,32000,Petrol
2934,Audi A4 30,Audi,2018,3279999,27000,Petrol
2935,Honda Accord 2.4,Honda,2010,294000,80046,Petrol
2936,Maruti Swift Dzire,Maruti,2014,372000,104724,Diesel
2938,Audi A6 35,Audi,2015,1980000,85000,Diesel
2939,Ford Freestyle Titanium,Ford,2018,543000,84280,Diesel
2940,Honda Amaze S,Honda,2013,256999,72947,Diesel
2941,Hyundai Creta 1.6,Hyundai,2019,1427000,38507,Diesel
2942,Maruti Wagon R,Maruti,2017,351000,60033,Cng
2943,Hyundai i10 Magna,Hyundai,2014,256999,35355,Petrol
2944,Hyundai Grand i10,Hyundai,2017,373000,24027,Petrol
2945,Maruti Baleno 1.3,Maruti,2017,558000,57256,Diesel
2946,Honda Amaze EX,Honda,2013,282000,62029,Petrol
2947,Maruti Wagon R,Maruti,2014,270000,97811,Cng
2948,Ford Figo Petrol,Ford,2011,164000,54910,Petrol
2949,Hyundai Verna 1.6,Hyundai,2016,537000,69271,Petrol
2950,Mahindra XUV500 W8,Mahindra,2015,643000,122619,Diesel
2951,Maruti Swift VXI,Maruti,2020,592000,23976,Petrol
2952,Honda Mobilio V,Honda,2014,361000,159147,Diesel
2953,Maruti Swift Dzire,Maruti,2014,330000,75384,Petrol
2954,Audi A6 35,Audi,2017,2990000,61500,Petrol
2955,Tata Tigor 1.2,Tata,2018,351000,39477,Petrol
2956,Audi A6 35,Audi,2016,2580000,41000,Diesel
2957,Honda City i,Honda,2015,518000,53234,Diesel
2958,Maruti Swift Dzire,Maruti,2018,604000,67261,Petrol
2959,Audi A6 3.0,Audi,2014,1380000,71000,Diesel
2960,Maruti Baleno Delta,Maruti,2020,653000,8201,Petrol
2961,Mahindra Bolero SLE,Mahindra,2015,473000,98105,Diesel
2962,Hyundai Verna 1.6,Hyundai,2014,463000,93147,Diesel
2963,Toyota Innova 2.5,Toyota,2012,557000,139257,Diesel
2964,Maruti Alto K10,Maruti,2011,134000,140511,Petrol
2965,Hyundai Verna 1.6,Hyundai,2014,449000,68266,Petrol
2966,Hyundai i20 1.2,Hyundai,2011,209000,80283,Petrol
2967,Maruti Swift VDI,Maruti,2016,459000,55133,Diesel
2968,Hyundai Elantra CRDi,Hyundai,2014,583000,58437,Diesel
2969,Hyundai Santro Xing,Hyundai,2013,169000,117816,Petrol
2970,Toyota Fortuner 4x2,Toyota,2013,1180000,212661,Diesel
2971,Mahindra Bolero Power,Mahindra,2016,522000,67918,Diesel
2972,Maruti Eeco 7,Maruti,2022,468000,18636,Petrol
2973,Maruti Alto K10,Maruti,2015,200999,111556,Petrol
2974,Toyota Innova 2.5,Toyota,2015,793000,141834,Diesel
2975,Maruti Ertiga VXI,Maruti,2014,411000,24920,Petrol
2976,Ford Figo Diesel,Ford,2011,125000,115042,Diesel
2977,Toyota Innova Crysta,Toyota,2018,1761000,57189,Diesel
2978,Hyundai i20 Asta,Hyundai,2016,565000,10188,Petrol
2979,Hyundai i10 Sportz,Hyundai,2008,130000,55892,Petrol
2980,Hyundai i20 Sportz,Hyundai,2019,664000,38285,Petrol
2981,Toyota Urban cruiser,Toyota,2021,927999,26523,Petrol
2982,Hyundai i20 Sportz,Hyundai,2019,664000,35986,Petrol
2983,Mercedes-Benz CLA 200,Mercedes-Benz,2016,1929000,51609,Diesel
2984,Maruti Wagon R,Maruti,2019,413000,42561,Petrol
2985,Hyundai Santro Xing,Hyundai,2008,105000,30778,Petrol
2986,Maruti Wagon R,Maruti,2017,335000,30819,Cng
2987,Nissan Micra Diesel,Nissan,2012,139000,77464,Diesel
2988,Maruti Vitara Brezza,Maruti,2016,542000,55142,Diesel
2989,Maruti Swift Dzire,Maruti,2015,479000,64705,Diesel
2990,Hyundai i10 Era,Hyundai,2009,130000,83013,Petrol
2992,Honda Amaze VX,Honda,2018,561000,76012,Diesel
2993,Hyundai Creta SX,Hyundai,2020,1773000,20507,Diesel
2994,Ford Fiesta 1.4,Ford,2009,174000,118039,Diesel
2995,Tata Zest Quadrajet,Tata,2014,280000,169306,Diesel
2996,Audi A6 2.0,Audi,2014,1689999,71000,Diesel
2997,Hyundai EON D,Hyundai,2016,216000,51841,Petrol
2998,Tata Tigor 1.2,Tata,2017,413999,10098,Petrol
2999,Honda City i,Honda,2015,497000,58328,Petrol
3000,Maruti Eeco 7,Maruti,2018,309000,94128,Petrol
3001,Mahindra TUV 300,Mahindra,2017,516000,38979,Diesel
3002,Maruti Wagon R,Maruti,2016,324000,54087,Cng
3003,Ford Figo Diesel,Ford,2010,126000,71969,Diesel
3004,Renault Duster 85PS,Renault,2018,602000,59609,Diesel
3005,Maruti Wagon R,Maruti,2015,287000,94509,Cng
3006,Maruti Alto 800,Maruti,2018,264000,52254,Petrol
3007,Maruti Swift Dzire,Maruti,2018,600000,25000,Petrol
3008,Hyundai Verna VTVT,Hyundai,2018,907000,36006,Petrol
3009,Hyundai i20 Asta,Hyundai,2010,191000,94264,Petrol
3010,Maruti Baleno Sigma,Maruti,2022,608000,14976,Petrol
3011,Datsun GO T,Datsun,2017,221000,163605,Petrol
3012,Toyota Fortuner 2.7,Toyota,2019,3100000,44000,Petrol
3013,Audi Q5 3.0,Audi,2011,994999,68000,Diesel
3014,Hyundai i10 Magna,Hyundai,2011,225000,38000,Petrol
3015,Maruti Swift Dzire,Maruti,2019,650000,65000,Petrol
3016,Audi Q7 45,Audi,2014,1875000,43000,Diesel
3017,Honda Amaze E,Honda,2015,360000,80000,Petrol
3018,Mercedes-Benz C-Class Progressive,Mercedes-Benz,2020,3900000,24000,Diesel
3019,Maruti Baleno 1.3,Maruti,2018,600000,90000,Diesel
3020,Mahindra Scorpio S8,Mahindra,2016,1000000,25000,Diesel
3021,Mercedes-Benz GLC 220d,Mercedes-Benz,2020,5650000,24000,Diesel
3022,Mercedes-Benz GLE 300d,Mercedes-Benz,2021,8900000,13000,Diesel
3023,Mercedes-Benz GLC 200,Mercedes-Benz,2021,6100000,15000,Petrol
3024,Jaguar F-Pace 2.0,Jaguar,2021,7400000,9900,Diesel
3025,Land Rover Range,Land,2019,19000000,68500,Diesel
3026,BMW X4 xDrive30i,BMW,2022,7450000,7600,Petrol
3027,Audi Q3 35,Audi,2016,1475000,76000,Diesel
3028,Mahindra XUV500 1.99,Mahindra,2013,450000,120000,Diesel
3029,Hyundai Verna 1.6,Hyundai,2016,520000,120000,Diesel
3030,BMW X7 xDrive,BMW,2019,11500000,39000,Petrol
3031,Mahindra Scorpio S10,Mahindra,2017,1125000,88000,Diesel
3032,Maruti Grand Vitara,Maruti,2022,1450000,2000,Petrol
3033,Mahindra Bolero ZLX,Mahindra,2019,750000,40000,Diesel
3034,Toyota Camry Hybrid,Toyota,2019,4090000,20000,Petrol
3035,Mercedes-Benz E-Class E240,Mercedes-Benz,2006,500000,110000,Petrol
3036,Toyota Fortuner 3.0,Toyota,2011,850000,80000,Diesel
3037,Maruti Zen Estilo,Maruti,2008,100000,110000,Petrol
3038,Mercedes-Benz GLE 250d,Mercedes-Benz,2017,4400000,49000,Diesel
3039,Tata Safari Storme,Tata,2013,320000,145000,Diesel
3040,Maruti Ertiga ZDI,Maruti,2012,500000,40000,Diesel
3041,Volkswagen Vento IPL,Volkswagen,2010,125000,100000,Petrol
3042,Mercedes-Benz E-Class Expression,Mercedes-Benz,2020,5800000,17000,Diesel
3043,Volkswagen Polo Exquisite,Volkswagen,2015,490000,100000,Diesel
3044,Maruti Wagon R,Maruti,2011,190000,100000,Petrol
3045,Toyota Innova 2.5,Toyota,2013,600000,120000,Diesel
3046,BMW X3 xDrive,BMW,2021,6000000,19000,Diesel
3047,Hyundai i20 Sportz,Hyundai,2017,650000,60000,Diesel
3048,Nissan Micra Active,Nissan,2018,400000,25000,Petrol
3049,Tata Indigo LX,Tata,2012,185000,100000,Diesel
3050,Mercedes-Benz GLC Coupe,Mercedes-Benz,2021,7150000,24900,Diesel
3051,Mahindra Scorpio 1.99,Mahindra,2015,1000000,70000,Diesel
3052,Maruti 800 AC,Maruti,2014,200000,70000,Petrol
3053,Mahindra Scorpio 2.6,Mahindra,2006,350000,100000,Diesel
3054,Jaguar XF 2.0,Jaguar,2020,4700000,7500,Petrol
3055,Mahindra Bolero B4,Mahindra,2020,580000,110000,Diesel
3056,Hyundai Xcent 1.1,Hyundai,2015,310000,70000,Diesel
3057,Renault Kiger RXZ,Renault,2021,750000,35000,Petrol
3058,Toyota Land Cruiser,Toyota,2018,15800000,56000,Diesel
3059,Maruti Swift Dzire,Maruti,2017,535000,74200,Diesel
3060,Toyota Fortuner 4x2,Toyota,2016,1500000,120000,Diesel
3061,Toyota Innova 2.5,Toyota,2007,300000,169000,Diesel
3062,Mercedes-Benz C-Class C,Mercedes-Benz,2022,6200000,4000,Diesel
3063,Volkswagen Polo Diesel,Volkswagen,2010,130000,90000,Diesel
3064,Tata Tiago 1.05,Tata,2017,300000,120000,Diesel
3065,Maruti A-Star Lxi,Maruti,2009,114999,70000,Petrol
3066,Mercedes-Benz S-Class S,Mercedes-Benz,2014,4775000,13000,Diesel
3069,Renault Lodgy 110PS,Renault,2015,450000,110000,Diesel
3070,Mercedes-Benz GLS 400d,Mercedes-Benz,2020,11700000,15000,Diesel
3071,Hyundai EON D,Hyundai,2013,175000,30000,Petrol
3072,Hyundai Verna 1.6,Hyundai,2015,700000,115000,Diesel
3073,Maruti Baleno Delta,Maruti,2019,650000,15000,Petrol
3074,BMW X5 xDrive,BMW,2020,8300000,25000,Diesel
3075,Maruti Ignis 1.2,Maruti,2018,500000,80000,Petrol
3077,Maruti Alto 800,Maruti,2019,300000,70000,Petrol
3078,Audi Q7 45,Audi,2017,4600000,65000,Diesel
3079,Hyundai i20 1.4,Hyundai,2009,200000,110000,Diesel
3080,Mahindra Bolero SLX,Mahindra,2012,340000,100000,Diesel
3081,Maruti Baleno 1.2,Maruti,2018,550000,60000,Petrol
3082,Mercedes-Benz GLS 350d,Mercedes-Benz,2016,5950000,45000,Diesel
3083,Volkswagen Taigun 1.0,Volkswagen,2022,1300000,5000,Petrol
3084,Mahindra Bolero ZLX,Mahindra,2014,470000,60000,Diesel
3085,BMW 5 Series,BMW,2019,4800000,29000,Diesel
3086,Toyota Innova 2.5,Toyota,2012,425000,200000,Diesel
3087,Maruti Swift VDI,Maruti,2015,350000,110000,Diesel
3088,Tata Indigo LX,Tata,2015,240000,120000,Diesel
3089,Mercedes-Benz GLE 250d,Mercedes-Benz,2019,5600000,45000,Diesel
3090,Tata Indigo GLX,Tata,2009,114999,25000,Petrol
3092,Ford Ecosport 1.5,Ford,2018,650000,70000,Diesel
3093,Mercedes-Benz C-Class Progressive,Mercedes-Benz,2021,4790000,11000,Petrol
3094,Mercedes-Benz GLE 400d,Mercedes-Benz,2021,10400000,12000,Diesel
3095,Audi A6 35,Audi,2016,2490000,40000,Diesel
3096,Maruti Wagon R,Maruti,2021,521000,7500,Petrol
3097,Land Rover Range,Land,2019,19200000,40000,Petrol
3098,Mahindra Bolero Power,Mahindra,2018,600000,50000,Diesel
3099,Volkswagen Vento Diesel,Volkswagen,2010,250000,80000,Diesel
3100,Maruti Celerio VXI,Maruti,2017,346000,40000,Petrol
3101,Volvo XC60 B5,Volvo,2022,6850000,7000,Petrol
3103,Maruti Swift VDI,Maruti,2018,600000,40000,Diesel
3104,Chevrolet Cruze LTZ,Chevrolet,2013,200000,70000,Diesel
3105,BMW X1 sDrive,BMW,2019,3000000,25000,Diesel
3106,Mahindra TUV 300,Mahindra,2016,490000,120000,Diesel
3107,Honda Civic 1.8,Honda,2011,200000,100000,Petrol
3108,Hyundai i10 Magna,Hyundai,2009,150000,50000,Petrol
3109,Maserati Ghibli Diesel,Maserati,2016,6600000,12000,Diesel
3110,Renault Triber RXZ,Renault,2019,550000,25000,Petrol
3111,Maruti Esteem Lxi,Maruti,2007,120000,20000,Petrol
3112,Honda Amaze E,Honda,2016,260000,80000,Petrol
3113,Mercedes-Benz C-Class C,Mercedes-Benz,2015,2150000,37000,Diesel
3114,Maruti Alto LXi,Maruti,2012,161000,80000,Petrol
3115,Maruti Swift Ldi,Maruti,2010,200000,120000,Diesel
3117,Porsche Cayenne Diesel,Porsche,2016,5800000,50000,Diesel
3118,Maruti Swift VDI,Maruti,2013,300000,80000,Diesel
3119,Hyundai i20 1.2,Hyundai,2011,200000,120000,Petrol
3120,Maruti Omni MPI,Maruti,2018,250000,10000,Petrol
3121,Mercedes-Benz E-Class Exclusive,Mercedes-Benz,2021,6700000,8900,Petrol
3122,Ford Aspire Titanium,Ford,2021,850000,15000,Diesel
3123,Hyundai i20 Active,Hyundai,2015,450000,100000,Diesel
3124,Mahindra XUV500 W6,Mahindra,2014,700000,70000,Diesel
3125,Land Rover Range,Land,2020,11399999,19500,Petrol
3126,Maruti Swift Dzire,Maruti,2009,300000,85000,Petrol
3127,Maruti Swift VXI,Maruti,2019,545000,43000,Petrol
3128,Maruti Alto LX,Maruti,2010,100000,70000,Petrol
3129,Mercedes-Benz C-Class Progressive,Mercedes-Benz,2019,4250000,28000,Petrol
3130,Mahindra Scorpio 2.6,Mahindra,2009,310000,90000,Diesel
3131,Maruti Swift VDI,Maruti,2008,170000,128000,Diesel
3132,Maruti Vitara Brezza,Maruti,2017,695000,80000,Diesel
3133,Toyota Land Cruiser,Toyota,2019,16900000,27000,Diesel
3134,Maruti Alto 800,Maruti,2017,250000,50000,Petrol
3135,Tata Tiago 1.2,Tata,2019,454000,40000,Petrol
3136,Mahindra Scorpio 2.6,Mahindra,2006,110000,80000,Diesel
3137,BMW X1 sDrive20i,BMW,2021,4000000,10000,Petrol
3138,Tata Altroz XM,Tata,2021,700000,30000,Petrol
3139,Datsun GO A,Datsun,2017,270000,110000,Petrol
3140,Hyundai Xcent 1.1,Hyundai,2014,290000,90000,Diesel
3141,Mini 3 DOOR,Mini,2017,3450000,40000,Petrol
3142,Hyundai Venue SX,Hyundai,2020,950000,60000,Diesel
3143,Maruti Vitara Brezza,Maruti,2017,700000,80000,Diesel
3144,Maruti Alto LXi,Maruti,2009,120000,110000,Petrol
3145,Volvo XC60 D5,Volvo,2019,5450000,34000,Diesel
3146,Maruti Swift Dzire,Maruti,2021,650000,35000,Petrol
3147,Toyota Etios Cross,Toyota,2019,550000,60000,Petrol
3148,Hyundai Grand i10,Hyundai,2017,400000,90000,Petrol
3149,Land Rover Discovery,Land,2020,4875000,38000,Diesel
3152,Hyundai Santro Xing,Hyundai,2010,105000,70000,Petrol
3153,Hyundai i10 Sportz,Hyundai,2011,180000,111408,Petrol
3154,Ford Ecosport 1.0,Ford,2013,313000,70000,Petrol
3155,Maruti Celerio VXI,Maruti,2015,204999,80000,Petrol
3156,Maruti Vitara Brezza,Maruti,2017,680000,80000,Diesel
3157,Mercedes-Benz S-Class S,Mercedes-Benz,2022,17700000,1400,Diesel
3158,Hyundai EON Magna,Hyundai,2014,195000,60000,Petrol
3160,Renault KWID Climber,Renault,2019,300000,15000,Petrol
3161,Hyundai Xcent 1.2,Hyundai,2019,465000,90000,Petrol
3162,Hyundai Creta E,Hyundai,2020,1085000,56040,Diesel
3163,Maruti Ertiga VXI,Maruti,2021,849000,69305,Petrol
3164,Ford Figo Petrol,Ford,2014,235000,66974,Petrol
3165,Tata Indigo LX,Tata,2014,140000,227904,Diesel
3166,Mahindra Scorpio S11,Mahindra,2021,1711000,40670,Diesel
3167,Hyundai Santro Magna,Hyundai,2020,436000,17535,Petrol
3168,Maruti SX4 S,Maruti,2018,750000,80243,Diesel
3169,Tata Indigo VX,Tata,2014,202000,61549,Diesel
3170,Maruti Alto 800,Maruti,2014,170000,89345,Petrol
3171,Mahindra Scorpio S9,Mahindra,2019,1303000,95790,Diesel
3172,Maruti Swift VDI,Maruti,2015,425000,77173,Diesel
3173,Toyota Fortuner 4x4,Toyota,2013,1175000,169917,Diesel
3174,Honda Brio VX,Honda,2015,337000,46224,Petrol
3175,Nissan Micra Active,Nissan,2017,396000,23947,Petrol
3176,Honda Civic 1.8,Honda,2008,180000,50546,Petrol
3177,Honda Amaze S,Honda,2015,320000,61229,Petrol
3178,Hyundai i10 Magna,Hyundai,2011,176000,85122,Lpg
3179,Toyota Innova 2.5,Toyota,2014,718000,46286,Diesel
3180,Maruti Baleno Sigma,Maruti,2020,587000,8110,Petrol
3181,Fiat Grande Punto,Fiat,2015,218000,64712,Petrol
3182,Renault KWID Climber,Renault,2017,297000,52698,Petrol
3183,Hyundai Grand i10,Hyundai,2016,290000,120797,Diesel
3184,Hyundai EON Era,Hyundai,2017,268000,39109,Petrol
3185,Hyundai i10 Era,Hyundai,2009,149000,21046,Petrol
3186,Maruti Wagon R,Maruti,2014,263000,34794,Petrol
3187,Renault KWID RXT,Renault,2018,305000,33614,Petrol
3188,Maruti Ciaz Zeta,Maruti,2022,950000,9630,Petrol
3189,Maruti Alto LXi,Maruti,2011,110000,72153,Petrol
3190,Toyota Platinum Etios,Toyota,2019,565000,78172,Diesel
3191,Honda City i-DTEC,Honda,2018,792000,64313,Diesel
3192,Mahindra XUV500 W11,Mahindra,2020,1562000,74787,Diesel
3193,Maruti Swift Dzire,Maruti,2019,671000,92045,Diesel
3194,Jeep Compass 2.0,Jeep,2018,1203000,48259,Diesel
3195,Maruti Ertiga VXI,Maruti,2019,741000,21197,Petrol
3196,Toyota Etios VD,Toyota,2012,340000,13814,Diesel
3197,Maruti Baleno 1.3,Maruti,2015,454000,85890,Diesel
3198,Maruti Wagon R,Maruti,2010,133000,101935,Petrol
3199,Hyundai EON Era,Hyundai,2018,283000,26012,Petrol
3200,Honda City V,Honda,2012,313000,117699,Petrol
3201,MG Hector Hybrid,MG,2021,1807000,31437,Petrol
3202,Tata Nano Twist,Tata,2015,144000,14458,Petrol
3203,Renault Triber RXL,Renault,2019,501999,55744,Petrol
3204,Honda City i,Honda,2015,545000,10411,Petrol
3205,Maruti Swift Dzire,Maruti,2019,611000,43627,Petrol
3206,Renault KWID 1.0,Renault,2017,235000,31306,Petrol
3207,Toyota Innova 2.5,Toyota,2015,653000,308768,Diesel
3208,Mahindra XUV500 W7,Mahindra,2018,1235000,55209,Diesel
3209,Datsun GO Plus,Datsun,2017,304000,18732,Petrol
3210,Hyundai Grand i10,Hyundai,2021,741000,30273,Cng
3211,BMW X4 M,BMW,2019,5650000,29000,Diesel
3212,Hyundai Grand i10,Hyundai,2018,462000,47841,Petrol
3213,Maruti Ertiga VXI,Maruti,2020,849000,3707,Petrol
3214,Honda Amaze S,Honda,2016,379000,104596,Petrol
3215,Hyundai i10 Sportz,Hyundai,2013,263000,60162,Petrol
3216,Hyundai Creta 1.6,Hyundai,2015,780000,72434,Petrol
3217,Maruti Swift VDI,Maruti,2012,270000,96906,Diesel
3218,Renault KWID 1.0,Renault,2020,445000,4603,Petrol
3219,Maruti Swift VDI,Maruti,2014,370000,63740,Diesel
3220,Renault KWID RXT,Renault,2016,249000,53827,Petrol
3221,Kia Sonet HTX,Kia,2021,1036999,13997,Petrol
3222,Toyota Fortuner 2.8,Toyota,2017,1980000,120949,Diesel
3223,Honda City i,Honda,2017,644000,42189,Petrol
3224,Hyundai i20 1.4,Hyundai,2012,283000,34341,Diesel
3225,Hyundai Grand i10,Hyundai,2020,659000,18881,Petrol
3227,Maruti Vitara Brezza,Maruti,2019,750000,26201,Diesel
3228,Hyundai i10 Sportz,Hyundai,2014,248000,107263,Petrol
3229,Mahindra Bolero Power,Mahindra,2017,613000,58245,Diesel
3231,Maruti Swift VDI,Maruti,2015,425000,51755,Diesel
3232,Maruti XL6 Zeta,Maruti,2020,953999,84284,Petrol
3233,Maruti Wagon R,Maruti,2015,276000,94087,Petrol
3234,Ford Fiesta Petrol,Ford,2011,278000,56292,Petrol
3235,Toyota Fortuner 2.8,Toyota,2020,2932000,91604,Diesel
3236,Tata Zest Revotron,Tata,2015,266000,56290,Petrol
3237,Mahindra XUV500 W8,Mahindra,2015,601000,41086,Diesel
3238,Maruti Alto K10,Maruti,2016,260000,38137,Petrol
3239,Toyota Innova Crysta,Toyota,2022,2216000,11724,Diesel
3240,Tata Safari Storme,Tata,2016,529000,111023,Diesel
3241,Chevrolet Sail Hatchback,Chevrolet,2013,254000,63936,Diesel
3242,Toyota Etios GD,Toyota,2013,296000,229289,Diesel
3243,Hyundai i20 1.2,Hyundai,2017,563000,21292,Petrol
3244,Hyundai Grand i10,Hyundai,2016,348000,99561,Diesel
3245,Ford Endeavour 2.2,Ford,2016,1338000,103066,Diesel
3246,Renault Duster 110PS,Renault,2014,362000,102141,Diesel
3247,Ford Ecosport 1.5,Ford,2017,635000,49320,Petrol
3248,Tata Indigo LX,Tata,2015,172000,43239,Diesel
3249,Tata Indigo Emax,Tata,2017,247000,112051,Cng
3250,Maruti Celerio ZXI,Maruti,2017,346000,7999,Petrol
3251,Ford Ecosport 1.5,Ford,2013,381000,86269,Diesel
3252,Maruti Alto LXi,Maruti,2010,120000,15166,Petrol
3253,Tata Tigor EV,Tata,2019,631000,25882,Electric
3254,Honda City 1.5,Honda,2009,269000,57209,Petrol
3255,Volkswagen CrossPolo 1.2,Volkswagen,2013,338000,94848,Diesel
3256,Mercedes-Benz G G63,Mercedes-Benz,2017,15200000,47000,Petrol
3257,Hyundai Xcent 1.2,Hyundai,2018,479000,9669,Petrol
3258,Porsche Panamera GTS,Porsche,2019,17500000,10000,Petrol
3259,Hyundai Verna 1.6,Hyundai,2014,411000,111246,Diesel
3260,Mercedes-Benz E-Class Exclusive,Mercedes-Benz,2017,4400000,44000,Diesel
3261,Maruti Wagon R,Maruti,2010,143000,55118,Petrol
3262,Mercedes-Benz E-Class Exclusive,Mercedes-Benz,2017,4350000,39000,Diesel
3263,Tata Harrier XT,Tata,2021,1191000,128924,Diesel
3264,Maruti Wagon R,Maruti,2010,106000,55842,Petrol
3265,Mercedes-Benz GLC 200,Mercedes-Benz,2020,5650000,32000,Petrol
3266,Hyundai i20 1.4,Hyundai,2012,285000,96732,Diesel
3267,Hyundai Grand i10,Hyundai,2014,333000,38370,Petrol
3268,Toyota Innova Crysta,Toyota,2017,906000,126401,Diesel
3269,Hyundai i20 Active,Hyundai,2017,513999,44357,Petrol
3270,Maruti Wagon R,Maruti,2013,223000,60545,Petrol
3271,Hyundai Verna 1.6,Hyundai,2012,317000,132004,Diesel
3272,Kia Seltos HTK,Kia,2021,1325000,7000,Diesel
3273,Maruti Vitara Brezza,Maruti,2019,805000,36096,Diesel
3274,Maruti Wagon R,Maruti,2021,523000,9264,Petrol
3275,Hyundai Grand i10,Hyundai,2013,258000,112870,Petrol
